There,are,two,end,users,namely,the,hotel,staff,(customer,service,representative),and,hotel,managers.,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,VBZ,VBN,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attendance,includes,employee,id,allowed,paid,leaves,allowed,unpaid,leaves,paid,leaves,consumed,and,unpaid,leaves,consumed,,,,,,,,,,,,,,,,,,,,,,,,
NN,VBZ,NN,NN,VBD,VBN,NNS,VBD,JJ,NNS,VBD,NNS,VBN,CC,JJ,NNS,VBN,,,,,,,,,,,,,,,,,,,,,,,,
ES,,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,
The,events,are,broadly,classified,under,ten,departments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,RB,VBN,IN,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RM,RM,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,requirements,for,an,event,depend,on,the,category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,IN,DT,NN,VBP,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AS,,,ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,department,has,a,manager,to,look,after,the,events,under,that,category,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,TO,VB,IN,DT,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,event,is,identified,by,an,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,every,event,data,regarding,its,type,approximate,number,of,guests,date,and,venue,must,be,maintained,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,NNS,VBG,PRP$,NN,JJ,NN,IN,NNS,NN,CC,NN,MD,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,,AS,AM,AM,AM,AM,AM,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two,contact,numbers,of,the,event,hosts,must,also,be,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,NN,NNS,IN,DT,NN,NNS,MD,RB,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AM,AM,,,ES,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,material,for,events,is,provided,by,many,suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNS,VBZ,VBN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,service,and,contact,of,the,supplier,is,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VB,NN,CC,NN,IN,DT,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,AS,,AM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,has,contract,with,other,caterers,for,providing,catering,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,IN,JJ,NNS,IN,VBG,VBG,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database,contains,information,of,these,caterers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,VBZ,NN,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterer's,name,and,contact,are,required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,CC,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract,date,and,renewal,date,are,also,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,CC,NN,NN,VBP,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,event,may,require,catering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,VBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only,one,caterer,may,serve,an,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,CD,NN,MD,VB,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
However,a,caterer,may,be,associated,with,many,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,DT,NN,MD,VB,VBN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suppliers,provide,different,services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Therefore,an,event,may,be,associated,with,many,suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,DT,NN,MD,VB,VBN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,department,is,associated,with,some,suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many,employees,work,to,manage,an,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,VBP,TO,VB,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Work,hours,and,pay,for,employee,depends,on,the,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VB,NNS,CC,VB,IN,NN,VBZ,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,AS,,ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,has,a,chain,across,the,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,city,has,many,outlets,of,ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NNS,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,outlet,has,a,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,includes,area,city,state,area,code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,NN,VBP,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,AS,AS,AS,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,outlet,has,2,contact,numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,CD,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,has,fixed,bank,accounts,for,each,outlet,to,access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,NN,NNS,IN,DT,NN,TO,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EM,EM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,outlets,are,associated,with,a,bank,account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,VBN,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,database,has,separate,information,for,bank,account,of,each,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,JJ,NN,IN,NN,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,EM,EM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank,account,details,include,bank,name,location,account,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,NNS,VBP,NN,NN,NN,VBP,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,ES,AS,AS,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlet,details,also,include,number,of,workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,RB,VBP,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There,are,regional,managers,for,managing,each,department,of,the,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX,VBP,JJ,NNS,IN,VBG,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EM,EM,,RB,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional,managers,are,responsible,for,outlets,in,their,region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,JJ,IN,NNS,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,RM,RM,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information,about,regional,manager,of,each,department,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,JJ,NN,IN,DT,NN,VBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EM,EM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equipment,is,required,at,each,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,record,of,these,suppliers,is,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NNS,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier,information,includes,company,name,location,head,and,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,VBZ,NN,NN,NN,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AM,AM,AS,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,supplier,supplies,equipment,to,many,outlets,in,the,region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NN,TO,JJ,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,outlet,maintains,record,of,the,quantity,of,each,equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NN,IN,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,product,is,sold,at,each,outlet,in,the,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,database,records,sales,from,each,product,for,every,outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,IN,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,regional,managers,analyze,the,sales,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NNS,VBP,DT,NNS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,managers,then,decide,whether,to,continue,the,product,or,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,RB,VBP,IN,TO,VB,DT,NN,CC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We,prepare,takeaway,parcels,and,also,provide,home,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBP,JJ,NNS,CC,RB,VBP,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customers,place,order,for,a,parcel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,NN,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RM,RM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer,information,is,saved,in,the,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer's,name,address,and,contact,are,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,NN,CC,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,AS,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database,also,contains,record,of,employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,RB,VBZ,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee's,record,includes,name,address,contact,and,salary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,VBZ,NN,NN,VB,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,AS,AS,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivery,boys,are,assigned,a,vehicle,for,delivering,parcels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBP,VBN,DT,NN,IN,VBG,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,RS,,ES,,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle,number,service,area,is,stored,for,each,delivery,boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,NN,NN,VBZ,VBN,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,AM,AM,,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We,also,need,to,store,data,about,miscellaneous,items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,RB,VBP,TO,VB,NNS,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Present,quantity,and,minimum,quantity,for,each,item,is,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,CC,NN,NN,IN,DT,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,AM,AM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Present,quantity,of,items,is,updated,everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,IN,NNS,VBZ,VBN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,having,less,quantity,must,be,automatically,recorded,as,scarce,item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBG,JJR,NN,MD,VB,RB,VBN,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,each,scarce,item,requirement,is,stored,against,its,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,JJ,NN,NN,VBZ,VBN,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EM,EM,AS,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,customer,has,an,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,the,old,orders,placed,by,a,customer,are,saved,for,analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDT,DT,JJ,NNS,VBN,IN,DT,NN,VBP,VBN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EM,EM,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,orders,are,saved,separately,from,old,orders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,VBN,RB,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,has,a,completed,or,underway,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,VBN,CC,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,orders,are,added,to,old,orders,and,deleted,from,new,orders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,VBP,VBN,TO,JJ,NNS,CC,VBN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,EM,EM,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounts,information,for,every,month,is,also,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,IN,DT,NN,VBZ,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budget,income,are,recorded,in,accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,VBP,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,AS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly,expense,for,each,item,is,also,maintained,in,accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,IN,DT,NN,VBZ,RB,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading,agency,deals,with,sale,and,purchase,of,goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,NNS,IN,NN,CC,NN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading,agency,purchases,goods,from,manufacturers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,NNS,NNS,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RS,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,goods,are,sold,to,the,dealers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,VBN,TO,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,system,maintains,data,about,the,manufacturers,dealers,transporters,and,products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,NNS,IN,DT,NNS,NNS,NNS,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ES,ES,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transporters,get,products,from,a,manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBP,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,products,are,then,supplied,to,dealers,via,transporters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,RB,VBN,TO,NNS,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,RS,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One,transporter,is,sent,out,to,many,manufacturers,and,dealers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,NN,VBZ,VBN,RP,TO,JJ,NNS,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RM,RM,RM,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcode,of,a,product,is,used,to,identify,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,DT,NN,VBZ,VBN,TO,VB,PRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,transactions,done,with,dealers,and,manufacturers,are,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBN,IN,NNS,CC,NNS,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RM,RM,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,data,also,contains,its,name,date,of,purchase,and,quantity,available,in,stock,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,RB,VBZ,PRP$,NN,NN,IN,NN,CC,NN,JJ,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AS,AM,AM,amount,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products,are,grouped,into,sectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNPS,VBP,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products,in,a,sector,come,from,many,manufacturers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,DT,NN,VBN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,ES,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manufacturers,and,dealers,are,in,different,cities,and,states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,CC,NNS,VBP,IN,JJ,NNS,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,ES,,,,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,each,city,there,is,more,than,one,transporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,EX,VBZ,JJR,IN,CD,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AS,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transporter,is,fixed,for,a,dealer,and,manufacturer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,VBN,IN,DT,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,sector,of,products,is,transported,by,a,transporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNS,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,ES,,RM,RM,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manufacturer's,name,date,total,number,of,products,total,amount,of,transaction,transporter's,name,is,stored,for,every,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,NN,NN,NN,IN,NNS,NN,NN,IN,NN,NNS,NN,VBZ,VBN,IN,DT,,,,,,,,,,,,,,,,,,,,,,,,
ES,AS,AS,AM,AM,AM,AM,AM,AM,AM,AM,ES,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,same,information,is,stored,for,a,dealer,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,VBN,IN,DT,NN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,a,transporter,his,name,and,contact,number,are,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,PRP$,NN,CC,NN,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,AS,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
